"","YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","ORIGIN_AIRPORT_ID","OP_CARRIER","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","DIVERTED","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","AIRLINE_NAME","AIRPORT_NAME"
"638",2019,1,17,4,12892,"OO","LAX","Los Angeles, CA","CA","MRY","Monterey, CA","CA",712,705,-7,0,0,835,833,-2,0,0,0,0,266,0,0,0,0,0,"SkyWest Airlines Inc.","Los Angeles, CA: Los Angeles International"
"639",2019,1,7,1,12339,"OH","IND","Indianapolis, IN","IN","CLT","Charlotte, NC","NC",1210,1205,-5,0,0,1359,1351,-8,0,0,0,0,427,0,0,0,0,0,"PSA Airlines Inc.","Indianapolis, IN: Indianapolis International"
"640",2019,1,21,1,11618,"AA","EWR","Newark, NJ","NJ","DFW","Dallas/Fort Worth, TX","TX",1238,1314,36,36,1,1544,1614,30,30,1,0,0,1372,30,0,0,0,0,"American Airlines Inc.","Newark, NJ: Newark Liberty International"
"641",2019,1,15,2,14635,"B6","RSW","Fort Myers, FL","FL","EWR","Newark, NJ","NJ",2030,2040,10,10,0,2316,2326,10,10,0,0,0,1068,0,0,0,0,0,"JetBlue Airways","Fort Myers, FL: Southwest Florida International"
"642",2019,1,6,7,11278,"OH","DCA","Washington, DC","VA","GSP","Greer, SC","SC",1400,1356,-4,0,0,1534,1522,-12,0,0,0,0,396,0,0,0,0,0,"PSA Airlines Inc.","Washington, DC: Ronald Reagan Washington National"
"643",2019,1,8,2,14057,"WN","PDX","Portland, OR","OR","PHX","Phoenix, AZ","AZ",1315,1310,-5,0,0,1650,1650,0,0,0,0,0,1009,0,0,0,0,0,"Southwest Airlines Co.","Portland, OR: Portland International"
"644",2019,1,28,1,13796,"WN","OAK","Oakland, CA","CA","LGB","Long Beach, CA","CA",1410,1450,40,40,1,1535,1559,24,24,1,0,0,353,23,0,0,0,1,"Southwest Airlines Co.","Oakland, CA: Metropolitan Oakland International"
"645",2019,1,3,4,14543,"OO","RKS","Rock Springs, WY","WY","DEN","Denver, CO","CO",559,556,-3,0,0,715,716,1,1,0,0,0,260,0,0,0,0,0,"SkyWest Airlines Inc.","Rock Springs, WY: Southwest Wyoming Regional"
"646",2019,1,6,7,13342,"DL","MKE","Milwaukee, WI","WI","MSP","Minneapolis, MN","MN",1730,1726,-4,0,0,1854,1855,1,1,0,0,0,297,0,0,0,0,0,"Delta Air Lines Inc.","Milwaukee, WI: General Mitchell International"
"647",2019,1,23,3,14027,"DL","PBI","West Palm Beach/Palm Beach, FL","FL","JFK","New York, NY","NY",1205,1205,0,0,0,1453,1443,-10,0,0,0,0,1028,0,0,0,0,0,"Delta Air Lines Inc.","West Palm Beach/Palm Beach, FL: Palm Beach International"
"648",2019,1,28,1,11057,"OH","CLT","Charlotte, NC","NC","GSP","Greer, SC","SC",750,755,5,5,0,842,838,-4,0,0,0,0,75,0,0,0,0,0,"PSA Airlines Inc.","Charlotte, NC: Charlotte Douglas International"
"649",2019,1,2,3,15016,"WN","STL","St. Louis, MO","MO","ATL","Atlanta, GA","GA",635,630,-5,0,0,910,902,-8,0,0,0,0,484,0,0,0,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"650",2019,1,28,1,14771,"UA","SFO","San Francisco, CA","CA","IAH","Houston, TX","TX",50,44,-6,0,0,625,607,-18,0,0,0,0,1635,0,0,0,0,0,"United Air Lines Inc.","San Francisco, CA: San Francisco International"
"651",2019,1,13,7,11292,"WN","DEN","Denver, CO","CO","MDW","Chicago, IL","IL",1720,1720,0,0,0,2035,2028,-7,0,0,0,0,895,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"652",2019,1,26,6,12451,"YX","JAX","Jacksonville, FL","FL","ORD","Chicago, IL","IL",730,716,-14,0,0,917,847,-30,0,0,0,0,864,0,0,0,0,0,"Republic Airline","Jacksonville, FL: Jacksonville International"
"653",2019,1,18,5,14747,"B6","SEA","Seattle, WA","WA","JFK","New York, NY","NY",1320,1349,29,29,1,2129,2148,19,19,1,0,0,2422,4,0,0,0,15,"JetBlue Airways","Seattle, WA: Seattle/Tacoma International"
"654",2019,1,8,2,10299,"AS","ANC","Anchorage, AK","AK","PDX","Portland, OR","OR",700,650,-10,0,0,1135,1120,-15,0,0,0,0,1542,0,0,0,0,0,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International"
"655",2019,1,10,4,13487,"DL","MSP","Minneapolis, MN","MN","DTW","Detroit, MI","MI",1545,1542,-3,0,0,1831,1813,-18,0,0,0,0,528,0,0,0,0,0,"Delta Air Lines Inc.","Minneapolis, MN: Minneapolis-St Paul International"
"656",2019,1,1,2,14107,"UA","PHX","Phoenix, AZ","AZ","SFO","San Francisco, CA","CA",1353,1343,-10,0,0,1502,1438,-24,0,0,0,0,651,0,0,0,0,0,"United Air Lines Inc.","Phoenix, AZ: Phoenix Sky Harbor International"
"657",2019,1,24,4,10397,"DL","ATL","Atlanta, GA","GA","PBI","West Palm Beach/Palm Beach, FL","FL",1657,1659,2,2,0,1847,1844,-3,0,0,0,0,545,0,0,0,0,0,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International"
"658",2019,1,2,3,14107,"OO","PHX","Phoenix, AZ","AZ","LGB","Long Beach, CA","CA",830,826,-4,0,0,858,840,-18,0,0,0,0,355,0,0,0,0,0,"SkyWest Airlines Inc.","Phoenix, AZ: Phoenix Sky Harbor International"
"659",2019,1,4,5,10693,"WN","BNA","Nashville, TN","TN","DTW","Detroit, MI","MI",2145,2202,17,17,1,20,28,8,8,0,0,0,456,0,0,0,0,0,"Southwest Airlines Co.","Nashville, TN: Nashville International"
"660",2019,1,18,5,12892,"UA","LAX","Los Angeles, CA","CA","DEN","Denver, CO","CO",1752,1750,-2,0,0,2112,2113,1,1,0,0,0,862,0,0,0,0,0,"United Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"661",2019,1,4,5,14831,"WN","SJC","San Jose, CA","CA","PHX","Phoenix, AZ","AZ",1840,1839,-1,0,0,2125,2113,-12,0,0,0,0,621,0,0,0,0,0,"Southwest Airlines Co.","San Jose, CA: Norman Y. Mineta San Jose International"
"662",2019,1,27,7,15376,"OO","TUS","Tucson, AZ","AZ","LAX","Los Angeles, CA","CA",755,747,-8,0,0,853,832,-21,0,0,0,0,451,0,0,0,0,0,"SkyWest Airlines Inc.","Tucson, AZ: Tucson International"
"663",2019,1,14,1,15016,"WN","STL","St. Louis, MO","MO","MSY","New Orleans, LA","LA",1835,1830,-5,0,0,2020,2005,-15,0,0,0,0,604,0,0,0,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"664",2019,1,18,5,11003,"MQ","CID","Cedar Rapids/Iowa City, IA","IA","DFW","Dallas/Fort Worth, TX","TX",715,710,-5,0,0,941,1005,24,24,1,0,0,685,0,0,24,0,0,"Envoy Air","Cedar Rapids/Iowa City, IA: The Eastern Iowa"
"665",2019,1,6,7,12191,"WN","HOU","Houston, TX","TX","SLC","Salt Lake City, UT","UT",1605,1715,70,70,1,1825,1922,57,57,1,0,0,1214,0,0,0,0,57,"Southwest Airlines Co.","Houston, TX: William P Hobby"
"666",2019,1,7,1,10693,"WN","BNA","Nashville, TN","TN","MCO","Orlando, FL","FL",610,606,-4,0,0,900,852,-8,0,0,0,0,616,0,0,0,0,0,"Southwest Airlines Co.","Nashville, TN: Nashville International"
"667",2019,1,23,3,11433,"OO","DTW","Detroit, MI","MI","IAD","Washington, DC","VA",1005,1233,148,148,1,1155,1407,132,132,1,0,0,383,0,132,0,0,0,"SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County"
"668",2019,1,12,6,14908,"UA","SNA","Santa Ana, CA","CA","ORD","Chicago, IL","IL",650,645,-5,0,0,1254,1237,-17,0,0,0,0,1726,0,0,0,0,0,"United Air Lines Inc.","Santa Ana, CA: John Wayne Airport-Orange County"
"669",2019,1,7,1,12478,"AA","JFK","New York, NY","NY","PHX","Phoenix, AZ","AZ",959,959,0,0,0,1350,1413,23,23,1,0,0,2153,0,0,23,0,0,"American Airlines Inc.","New York, NY: John F. Kennedy International"
"670",2019,1,14,1,12892,"WN","LAX","Los Angeles, CA","CA","SJC","San Jose, CA","CA",915,942,27,27,1,1030,1104,34,34,1,0,0,308,0,0,7,0,27,"Southwest Airlines Co.","Los Angeles, CA: Los Angeles International"
"671",2019,1,6,7,14683,"AA","SAT","San Antonio, TX","TX","ORD","Chicago, IL","IL",1833,1828,-5,0,0,2125,2055,-30,0,0,0,0,1041,0,0,0,0,0,"American Airlines Inc.","San Antonio, TX: San Antonio International"
"672",2019,1,7,1,13204,"WN","MCO","Orlando, FL","FL","CMH","Columbus, OH","OH",1435,1430,-5,0,0,1650,1637,-13,0,0,0,0,802,0,0,0,0,0,"Southwest Airlines Co.","Orlando, FL: Orlando International"
"673",2019,1,22,2,12892,"DL","LAX","Los Angeles, CA","CA","RDU","Raleigh/Durham, NC","NC",1035,1033,-2,0,0,1815,1801,-14,0,0,0,0,2239,0,0,0,0,0,"Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"674",2019,1,12,6,12892,"DL","LAX","Los Angeles, CA","CA","JFK","New York, NY","NY",1140,1146,6,6,0,2010,2000,-10,0,0,0,0,2475,0,0,0,0,0,"Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"675",2019,1,31,4,10693,"WN","BNA","Nashville, TN","TN","EWR","Newark, NJ","NJ",1035,1040,5,5,0,1355,1333,-22,0,0,0,0,748,0,0,0,0,0,"Southwest Airlines Co.","Nashville, TN: Nashville International"
"676",2019,1,11,5,10397,"DL","ATL","Atlanta, GA","GA","DAY","Dayton, OH","OH",1251,1248,-3,0,0,1425,1407,-18,0,0,0,0,432,0,0,0,0,0,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International"
"677",2019,1,17,4,15370,"WN","TUL","Tulsa, OK","OK","HOU","Houston, TX","TX",1110,1106,-4,0,0,1250,1235,-15,0,0,0,0,453,0,0,0,0,0,"Southwest Airlines Co.","Tulsa, OK: Tulsa International"
"678",2019,1,23,3,14747,"DL","SEA","Seattle, WA","WA","KOA","Kona, HI","HI",1555,1554,-1,0,0,2022,1936,-46,0,0,0,0,2688,0,0,0,0,0,"Delta Air Lines Inc.","Seattle, WA: Seattle/Tacoma International"
"679",2019,1,29,2,13303,"AA","MIA","Miami, FL","FL","LGA","New York, NY","NY",1705,1801,56,56,1,2000,2051,51,51,1,0,0,1096,51,0,0,0,0,"American Airlines Inc.","Miami, FL: Miami International"
"680",2019,1,5,6,14869,"UA","SLC","Salt Lake City, UT","UT","EWR","Newark, NJ","NJ",1205,1350,105,105,1,1825,1948,83,83,1,0,0,1969,0,0,83,0,0,"United Air Lines Inc.","Salt Lake City, UT: Salt Lake City International"
"681",2019,1,8,2,11278,"WN","DCA","Washington, DC","VA","DAL","Dallas, TX","TX",1150,1150,0,0,0,1420,1412,-8,0,0,0,0,1184,0,0,0,0,0,"Southwest Airlines Co.","Washington, DC: Ronald Reagan Washington National"
"682",2019,1,28,1,11057,"MQ","CLT","Charlotte, NC","NC","CHO","Charlottesville, VA","VA",1756,1750,-6,0,0,1910,1856,-14,0,0,0,0,245,0,0,0,0,0,"Envoy Air","Charlotte, NC: Charlotte Douglas International"
"683",2019,1,18,5,12266,"AA","IAH","Houston, TX","TX","CLT","Charlotte, NC","NC",1557,1553,-4,0,0,1925,1908,-17,0,0,0,0,912,0,0,0,0,0,"American Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston"
"684",2019,1,5,6,11638,"OO","FAT","Fresno, CA","CA","DEN","Denver, CO","CO",1045,1040,-5,0,0,1412,1351,-21,0,0,0,0,844,0,0,0,0,0,"SkyWest Airlines Inc.","Fresno, CA: Fresno Yosemite International"
"685",2019,1,10,4,11057,"AA","CLT","Charlotte, NC","NC","TPA","Tampa, FL","FL",1035,1029,-6,0,0,1217,1158,-19,0,0,0,0,507,0,0,0,0,0,"American Airlines Inc.","Charlotte, NC: Charlotte Douglas International"
"686",2019,1,25,5,11292,"UA","DEN","Denver, CO","CO","PIT","Pittsburgh, PA","PA",1755,1802,7,7,0,2252,2249,-3,0,0,0,0,1290,0,0,0,0,0,"United Air Lines Inc.","Denver, CO: Denver International"
"687",2019,1,11,5,12478,"DL","JFK","New York, NY","NY","DEN","Denver, CO","CO",810,807,-3,0,0,1111,1107,-4,0,0,0,0,1626,0,0,0,0,0,"Delta Air Lines Inc.","New York, NY: John F. Kennedy International"
"688",2019,1,23,3,11697,"B6","FLL","Fort Lauderdale, FL","FL","HPN","White Plains, NY","NY",736,730,-6,0,0,1029,1023,-6,0,0,0,0,1097,0,0,0,0,0,"JetBlue Airways","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
"689",2019,1,25,5,11292,"WN","DEN","Denver, CO","CO","ATL","Atlanta, GA","GA",1000,1011,11,11,0,1450,1449,-1,0,0,0,0,1199,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"690",2019,1,21,1,12892,"AS","LAX","Los Angeles, CA","CA","BOS","Boston, MA","MA",855,1140,165,165,1,1725,2007,162,162,1,0,0,2611,0,0,162,0,0,"Alaska Airlines Inc.","Los Angeles, CA: Los Angeles International"
"691",2019,1,2,3,11775,"OO","FSD","Sioux Falls, SD","SD","MSP","Minneapolis, MN","MN",1050,1144,54,54,1,1207,1242,35,35,1,0,0,196,0,0,0,0,35,"SkyWest Airlines Inc.","Sioux Falls, SD: Joe Foss Field"
"692",2019,1,25,5,13232,"WN","MDW","Chicago, IL","IL","DAL","Dallas, TX","TX",1825,1856,31,31,1,2050,2134,44,44,1,0,0,793,0,0,13,0,31,"Southwest Airlines Co.","Chicago, IL: Chicago Midway International"
"693",2019,1,10,4,12889,"AA","LAS","Las Vegas, NV","NV","PHX","Phoenix, AZ","AZ",1945,1946,1,1,0,2200,2144,-16,0,0,0,0,255,0,0,0,0,0,"American Airlines Inc.","Las Vegas, NV: McCarran International"
"694",2019,1,2,3,13487,"DL","MSP","Minneapolis, MN","MN","MCO","Orlando, FL","FL",845,851,6,6,0,1324,1329,5,5,0,0,0,1310,0,0,0,0,0,"Delta Air Lines Inc.","Minneapolis, MN: Minneapolis-St Paul International"
"695",2019,1,11,5,11433,"DL","DTW","Detroit, MI","MI","BUF","Buffalo, NY","NY",1351,1346,-5,0,0,1504,1444,-20,0,0,0,0,241,0,0,0,0,0,"Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County"
"696",2019,1,20,7,10423,"AA","AUS","Austin, TX","TX","ORD","Chicago, IL","IL",1319,1319,0,0,0,1600,1607,7,7,0,0,0,977,0,0,0,0,0,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International"
"697",2019,1,8,2,11433,"OO","DTW","Detroit, MI","MI","APN","Alpena, MI","MI",1214,1228,14,14,0,1335,1333,-2,0,0,0,0,198,0,0,0,0,0,"SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County"
"698",2019,1,22,2,11292,"WN","DEN","Denver, CO","CO","LGA","New York, NY","NY",1745,1752,7,7,0,2325,2310,-15,0,0,0,0,1620,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"699",2019,1,30,3,12191,"WN","HOU","Houston, TX","TX","MCO","Orlando, FL","FL",1505,1539,34,34,1,1825,1832,7,7,0,0,0,849,0,0,0,0,0,"Southwest Airlines Co.","Houston, TX: William P Hobby"
"700",2019,1,9,3,11267,"DL","DAY","Dayton, OH","OH","ATL","Atlanta, GA","GA",1115,1111,-4,0,0,1305,1246,-19,0,0,0,0,432,0,0,0,0,0,"Delta Air Lines Inc.","Dayton, OH: James M Cox/Dayton International"
"701",2019,1,21,1,14674,"OO","SAF","Santa Fe, NM","NM","DFW","Dallas/Fort Worth, TX","TX",1628,1614,-14,0,0,1915,1852,-23,0,0,0,0,551,0,0,0,0,0,"SkyWest Airlines Inc.","Santa Fe, NM: Santa Fe Municipal"
"702",2019,1,6,7,14057,"AS","PDX","Portland, OR","OR","SFO","San Francisco, CA","CA",1922,1925,3,3,0,2115,0,0,0,0,0,1,550,0,0,0,0,0,"Alaska Airlines Inc.","Portland, OR: Portland International"
"703",2019,1,15,2,14771,"AA","SFO","San Francisco, CA","CA","JFK","New York, NY","NY",800,752,-8,0,0,1636,1624,-12,0,0,0,0,2586,0,0,0,0,0,"American Airlines Inc.","San Francisco, CA: San Francisco International"
"704",2019,1,12,6,13204,"WN","MCO","Orlando, FL","FL","STL","St. Louis, MO","MO",1030,1051,21,21,1,1200,1217,17,17,1,0,0,882,17,0,0,0,0,"Southwest Airlines Co.","Orlando, FL: Orlando International"
"705",2019,1,26,6,14771,"AA","SFO","San Francisco, CA","CA","LAX","Los Angeles, CA","CA",1915,1909,-6,0,0,2050,2018,-32,0,0,0,0,337,0,0,0,0,0,"American Airlines Inc.","San Francisco, CA: San Francisco International"
"706",2019,1,11,5,11995,"DL","GSO","Greensboro/High Point, NC","NC","ATL","Atlanta, GA","GA",820,811,-9,0,0,950,931,-19,0,0,0,0,306,0,0,0,0,0,"Delta Air Lines Inc.","Greensboro/High Point, NC: Piedmont Triad International"
"707",2019,1,13,7,14869,"OO","SLC","Salt Lake City, UT","UT","SAN","San Diego, CA","CA",1530,1515,-15,0,0,1630,1602,-28,0,0,0,0,626,0,0,0,0,0,"SkyWest Airlines Inc.","Salt Lake City, UT: Salt Lake City International"
"708",2019,1,20,7,14122,"DL","PIT","Pittsburgh, PA","PA","DTW","Detroit, MI","MI",605,603,-2,0,0,741,821,40,40,1,0,0,201,0,0,40,0,0,"Delta Air Lines Inc.","Pittsburgh, PA: Pittsburgh International"
"709",2019,1,7,1,15380,"MQ","TVC","Traverse City, MI","MI","ORD","Chicago, IL","IL",1907,1912,5,5,0,1939,1923,-16,0,0,0,0,224,0,0,0,0,0,"Envoy Air","Traverse City, MI: Cherry Capital"
"710",2019,1,3,4,11298,"OO","DFW","Dallas/Fort Worth, TX","TX","FWA","Fort Wayne, IN","IN",1835,1919,44,44,1,2158,2247,49,49,1,0,0,859,0,0,5,0,44,"SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"711",2019,1,25,5,15376,"UA","TUS","Tucson, AZ","AZ","DEN","Denver, CO","CO",1450,1551,61,61,1,1641,1739,58,58,1,0,0,639,0,0,0,0,58,"United Air Lines Inc.","Tucson, AZ: Tucson International"
"712",2019,1,16,3,15016,"WN","STL","St. Louis, MO","MO","LIT","Little Rock, AR","AR",2055,2049,-6,0,0,2200,2148,-12,0,0,0,0,296,0,0,0,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"713",2019,1,7,1,11413,"OO","DRO","Durango, CO","CO","DEN","Denver, CO","CO",940,942,2,2,0,1055,1053,-2,0,0,0,0,250,0,0,0,0,0,"SkyWest Airlines Inc.","Durango, CO: Durango La Plata County"
"714",2019,1,23,3,14771,"AA","SFO","San Francisco, CA","CA","PHL","Philadelphia, PA","PA",808,816,8,8,0,1630,1622,-8,0,0,0,0,2521,0,0,0,0,0,"American Airlines Inc.","San Francisco, CA: San Francisco International"
"715",2019,1,2,3,11278,"OH","DCA","Washington, DC","VA","MGM","Montgomery, AL","AL",759,755,-4,0,0,916,903,-13,0,0,0,0,693,0,0,0,0,0,"PSA Airlines Inc.","Washington, DC: Ronald Reagan Washington National"
"716",2019,1,3,4,14771,"UA","SFO","San Francisco, CA","CA","AUS","Austin, TX","TX",910,904,-6,0,0,1439,1425,-14,0,0,0,0,1504,0,0,0,0,0,"United Air Lines Inc.","San Francisco, CA: San Francisco International"
"717",2019,1,16,3,11996,"OO","GSP","Greer, SC","SC","ORD","Chicago, IL","IL",730,719,-11,0,0,846,827,-19,0,0,0,0,577,0,0,0,0,0,"SkyWest Airlines Inc.","Greer, SC: Greenville-Spartanburg International"
"718",2019,1,25,5,11259,"WN","DAL","Dallas, TX","TX","LBB","Lubbock, TX","TX",1735,1729,-6,0,0,1845,1831,-14,0,0,0,0,293,0,0,0,0,0,"Southwest Airlines Co.","Dallas, TX: Dallas Love Field"
"719",2019,1,15,2,11057,"AA","CLT","Charlotte, NC","NC","EWR","Newark, NJ","NJ",1145,1136,-9,0,0,1345,1324,-21,0,0,0,0,529,0,0,0,0,0,"American Airlines Inc.","Charlotte, NC: Charlotte Douglas International"
"720",2019,1,10,4,12892,"UA","LAX","Los Angeles, CA","CA","KOA","Kona, HI","HI",1613,1557,-16,0,0,2018,2008,-10,0,0,0,0,2504,0,0,0,0,0,"United Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"721",2019,1,11,5,14107,"OO","PHX","Phoenix, AZ","AZ","GJT","Grand Junction, CO","CO",1948,1940,-8,0,0,2121,2107,-14,0,0,0,0,438,0,0,0,0,0,"SkyWest Airlines Inc.","Phoenix, AZ: Phoenix Sky Harbor International"
"722",2019,1,17,4,11057,"AA","CLT","Charlotte, NC","NC","DCA","Washington, DC","VA",1449,1455,6,6,0,1616,1612,-4,0,0,0,0,331,0,0,0,0,0,"American Airlines Inc.","Charlotte, NC: Charlotte Douglas International"
"723",2019,1,9,3,11298,"OO","DFW","Dallas/Fort Worth, TX","TX","JAN","Jackson/Vicksburg, MS","MS",1625,1623,-2,0,0,1750,1742,-8,0,0,0,0,408,0,0,0,0,0,"SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"724",2019,1,10,4,12953,"DL","LGA","New York, NY","NY","MSP","Minneapolis, MN","MN",1640,1834,114,114,1,1859,2035,96,96,1,0,0,1020,46,0,0,0,50,"Delta Air Lines Inc.","New York, NY: LaGuardia"
"725",2019,1,15,2,11003,"OO","CID","Cedar Rapids/Iowa City, IA","IA","DTW","Detroit, MI","MI",610,701,51,51,1,901,1002,61,61,1,0,0,430,51,0,10,0,0,"SkyWest Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa"
"726",2019,1,10,4,13342,"WN","MKE","Milwaukee, WI","WI","BNA","Nashville, TN","TN",1830,1846,16,16,1,2000,2005,5,5,0,0,0,475,0,0,0,0,0,"Southwest Airlines Co.","Milwaukee, WI: General Mitchell International"
"727",2019,1,14,1,10529,"DL","BDL","Hartford, CT","CT","ATL","Atlanta, GA","GA",1026,1019,-7,0,0,1305,1240,-25,0,0,0,0,859,0,0,0,0,0,"Delta Air Lines Inc.","Hartford, CT: Bradley International"
"728",2019,1,15,2,13485,"UA","MSN","Madison, WI","WI","DEN","Denver, CO","CO",1637,1628,-9,0,0,1814,1812,-2,0,0,0,0,826,0,0,0,0,0,"United Air Lines Inc.","Madison, WI: Dane County Regional-Truax Field"
"729",2019,1,7,1,12478,"B6","JFK","New York, NY","NY","IAD","Washington, DC","VA",1113,1105,-8,0,0,1230,1230,0,0,0,0,0,228,0,0,0,0,0,"JetBlue Airways","New York, NY: John F. Kennedy International"
"730",2019,1,6,7,11298,"MQ","DFW","Dallas/Fort Worth, TX","TX","ACT","Waco, TX","TX",1700,1653,-7,0,0,1745,1729,-16,0,0,0,0,89,0,0,0,0,0,"Envoy Air","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"731",2019,1,22,2,14107,"AA","PHX","Phoenix, AZ","AZ","SFO","San Francisco, CA","CA",1825,1833,8,8,0,1928,1930,2,2,0,0,0,651,0,0,0,0,0,"American Airlines Inc.","Phoenix, AZ: Phoenix Sky Harbor International"
"732",2019,1,15,2,14771,"AS","SFO","San Francisco, CA","CA","AUS","Austin, TX","TX",1225,1322,57,57,1,1750,2000,130,130,1,0,0,1504,0,0,130,0,0,"Alaska Airlines Inc.","San Francisco, CA: San Francisco International"
"733",2019,1,8,2,10577,"OO","BGM","Binghamton, NY","NY","DTW","Detroit, MI","MI",547,1413,506,506,1,744,1545,481,481,1,0,0,378,481,0,0,0,0,"SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field"
"734",2019,1,4,5,13204,"AA","MCO","Orlando, FL","FL","DFW","Dallas/Fort Worth, TX","TX",1924,1919,-5,0,0,2124,2108,-16,0,0,0,0,985,0,0,0,0,0,"American Airlines Inc.","Orlando, FL: Orlando International"
"735",2019,1,6,7,13495,"B6","MSY","New Orleans, LA","LA","BOS","Boston, MA","MA",1437,1429,-8,0,0,1837,1904,27,27,1,0,0,1368,0,0,27,0,0,"JetBlue Airways","New Orleans, LA: Louis Armstrong New Orleans International"
"736",2019,1,18,5,11057,"AA","CLT","Charlotte, NC","NC","PIT","Pittsburgh, PA","PA",1859,1950,51,51,1,2016,2103,47,47,1,0,0,366,7,0,0,0,40,"American Airlines Inc.","Charlotte, NC: Charlotte Douglas International"
"737",2019,1,10,4,13796,"WN","OAK","Oakland, CA","CA","LAS","Las Vegas, NV","NV",615,619,4,4,0,740,734,-6,0,0,0,0,407,0,0,0,0,0,"Southwest Airlines Co.","Oakland, CA: Metropolitan Oakland International"
"738",2019,1,4,5,12478,"B6","JFK","New York, NY","NY","SLC","Salt Lake City, UT","UT",935,933,-2,0,0,1304,1241,-23,0,0,0,0,1990,0,0,0,0,0,"JetBlue Airways","New York, NY: John F. Kennedy International"
"739",2019,1,11,5,13204,"WN","MCO","Orlando, FL","FL","MEM","Memphis, TN","TN",1020,1023,3,3,0,1135,1132,-3,0,0,0,0,684,0,0,0,0,0,"Southwest Airlines Co.","Orlando, FL: Orlando International"
"740",2019,1,12,6,12264,"UA","IAD","Washington, DC","VA","RDU","Raleigh/Durham, NC","NC",1745,1810,25,25,1,1857,1957,60,60,1,0,0,224,0,25,35,0,0,"United Air Lines Inc.","Washington, DC: Washington Dulles International"
"741",2019,1,11,5,11775,"OO","FSD","Sioux Falls, SD","SD","DEN","Denver, CO","CO",1725,1731,6,6,0,1819,1924,65,65,1,0,0,483,0,0,61,0,4,"SkyWest Airlines Inc.","Sioux Falls, SD: Joe Foss Field"
"742",2019,1,27,7,15016,"WN","STL","St. Louis, MO","MO","MSY","New Orleans, LA","LA",1950,1945,-5,0,0,2135,2116,-19,0,0,0,0,604,0,0,0,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"743",2019,1,18,5,12889,"AA","LAS","Las Vegas, NV","NV","PHL","Philadelphia, PA","PA",2304,2300,-4,0,0,644,620,-24,0,0,0,0,2176,0,0,0,0,0,"American Airlines Inc.","Las Vegas, NV: McCarran International"
"744",2019,1,18,5,12953,"OO","LGA","New York, NY","NY","ORD","Chicago, IL","IL",2015,2138,83,83,1,2204,2307,63,63,1,0,0,733,0,0,0,0,63,"SkyWest Airlines Inc.","New York, NY: LaGuardia"
"745",2019,1,19,6,10299,"DL","ANC","Anchorage, AK","AK","SEA","Seattle, WA","WA",600,552,-8,0,0,1045,1027,-18,0,0,0,0,1448,0,0,0,0,0,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International"
"746",2019,1,30,3,12266,"UA","IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX",2005,2002,-3,0,0,2137,2130,-7,0,0,0,0,429,0,0,0,0,0,"United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston"
